id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team
74,0,0,-1,0,19.1,4,0,3.7,18.2,90,0,0,0,0,0,0.0,0,1,0.00,0.13,0.13,2.15,4,4,2,6,2025-07-20T23:14:21.056177Z,,,494521,377,0,0.9,,0,Adrien,0.0,False,,,,,0.0,Truffert,,a,0,Truffert,16,4,7,1,263,155,14,3,240,149,535,213,,,,,,,2,4
75,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.058834Z,,,541462,609,0,0.0,,0,Matai,0.0,False,,,,,0.0,Akinmboni,,a,0,Akinmboni,122,65,121,65,113,60,123,65,91,53,465,181,,,,,,,2,4
76,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.061604Z,,,518906,598,0,0.0,,0,Owen,0.0,False,,,,,0.0,Bevan,,a,0,Bevan,118,62,117,62,109,57,119,62,87,50,461,178,,,,,,,2,4
77,0,0,-1,0,0.1,1,0,0.2,2.0,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.11,1,0,0,1,2025-07-20T23:14:21.064540Z,,,463981,592,0,0.0,,1,James,1.0,False,,,,,1.0,Hill,,a,1,Hill,27,11,27,11,79,37,29,11,57,30,278,97,,,,,,,2,4
78,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.067367Z,,,436893,577,0,0.0,,0,Julián,0.0,False,,,,,0.0,Araujo Zúñiga,,a,0,J.Araujo,74,34,73,34,64,28,75,34,42,21,340,121,,,,,,,2,4
79,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.070217Z,,,223911,622,0,0.0,,0,Chris,0.0,False,,,,,0.0,Mepham,,a,0,Mepham,63,27,62,27,53,21,64,27,31,14,415,150,,,,,,,2,4
80,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.076938Z,,,575901,615,0,0.0,,0,Julio,0.0,False,,,,,0.0,Soler Barreto,,a,0,Soler,136,76,135,76,127,71,137,76,105,64,348,128,,,,,,,2,4
81,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.079669Z,0,0,222683,34,0,1.3,,0,Justin,0.0,False,Calf injury - Unknown return date,2025-08-10T22:00:04.480285Z,,,0.0,Kluivert,,i,0,Kluivert,653,285,654,285,654,285,654,285,623,272,16,9,,,,,,,3,4
82,0,3,42,0,1.3,4,2,10.0,66.4,90,0,0,0,0,0,32.0,0,1,0.89,0.02,0.91,2.15,1,3,1,5,2025-07-20T23:14:21.082329Z,,,437730,32,0,1.3,,15,Antoine,15.0,True,,,,,15.0,Semenyo,,a,15,Semenyo,1,1,17,13,5,4,4,3,628,277,22,12,,,,,,,3,4
83,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.085020Z,50,50,533463,105,0,1.1,,0,Dango,0.0,False,Lack of match fitness - 50% chance of playing,2025-08-14T16:00:05.815568Z,,,0.0,Ouattara,,d,0,O.Dango,615,257,616,257,615,257,616,257,582,242,89,44,,,,,,,3,4
84,0,0,21,0,14.1,4,0,7.2,24.6,90,0,0,0,0,0,33.0,0,1,0.32,0.06,0.38,2.15,7,10,3,20,2025-07-20T23:14:21.087689Z,,,201658,157,0,1.0,,4,Marcus,4.0,False,,,,,4.0,Tavernier,,a,4,Tavernier,12,8,10,7,4,3,7,5,482,180,134,62,,,,,,,3,4
85,0,0,11,0,1.7,3,0,2.6,20.6,90,0,0,0,0,0,4.0,0,1,0.00,0.10,0.10,2.03,7,6,5,18,2025-07-20T23:14:21.090339Z,,,200785,280,0,0.5,,4,Tyler,4.0,False,,,,,4.0,Adams,,a,4,Adams,15,10,16,12,14,10,18,12,357,100,230,100,,,,,,,3,4
86,1,0,23,0,40.3,2,0,8.6,27.2,83,0,0,0,0,0,18.0,1,1,0.15,0.19,0.34,1.84,0,5,2,7,2025-07-20T23:14:21.092966Z,,,111317,292,0,0.5,,4,David,4.0,False,,,,,4.0,Brooks,,a,4,Brooks,9,6,2,2,8,6,5,4,333,84,270,122,,,,,,,3,4
87,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.095533Z,0,0,158499,265,0,0.5,,0,Ryan,0.0,False,Lack of match fitness - Expected back 23 Aug,2025-08-10T22:00:04.490616Z,,,0.0,Christie,,i,0,Christie,371,104,371,104,366,102,372,104,338,89,170,72,,,,,,,3,4
88,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.098303Z,0,0,155408,347,0,0.0,,0,Lewis,0.0,False,Suspended until 30 Aug,2025-07-21T10:00:04.780951Z,,,0.0,Cook,,s,0,Cook,370,103,370,103,365,101,371,103,337,88,206,90,,,,,,,3,4
89,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.101140Z,,,168991,308,0,0.5,,0,Philip,0.0,False,,,,,0.0,Billing,,a,0,Philip,374,106,374,106,370,105,375,106,342,92,367,169,,,,,,,3,4
90,0,0,6,0,2.0,2,0,0.5,1.0,73,0,0,0,0,0,2.0,0,1,0.00,0.00,0.00,1.75,1,2,0,3,2025-07-20T23:14:21.103854Z,,,503139,296,0,0.5,,2,Alex,2.0,False,,,,,2.0,Scott,,a,2,Scott,28,14,15,11,16,11,27,14,431,144,324,154,,,,,,,3,4
91,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.106499Z,25,25,224995,268,0,0.5,,0,Luis,0.0,False,Lack of match fitness - 25% chance of playing,2025-08-10T22:00:04.506306Z,,,0.0,Sinisterra Lucumí,,d,0,Sinisterra,410,125,410,125,407,124,411,125,380,112,259,117,,,,,,,3,4
92,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.109087Z,,,441240,425,0,0.0,,0,Romain,0.0,False,,,,,0.0,Faivre,,a,0,Faivre,232,25,231,25,225,23,233,25,203,12,512,194,,,,,,,3,4
93,1,0,12,0,10.0,2,0,3.1,21.2,16,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.39,1,2,1,4,2025-07-20T23:14:21.111657Z,,,424044,435,0,0.0,,4,Hamed,4.0,False,,,,,4.0,Traorè,,a,4,H.Traorè,14,9,14,10,218,19,16,11,196,8,506,190,,,,,,,3,4
94,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.114246Z,,,550596,525,0,0.0,,0,Dominic,0.0,False,,,,,0.0,Sadi,,a,0,Sadi,306,66,306,66,301,64,307,66,275,53,559,229,,,,,,,3,4
95,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.116883Z,,,530121,397,0,0.0,,0,Zain,0.0,False,,,,,0.0,Silcott-Duberry,,a,0,Silcott-Duberry,288,53,288,53,283,51,289,53,257,40,357,162,,,,,,,3,4
96,0,0,3,0,0.0,2,0,0.0,0.0,6,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.30,0,0,0,0,2025-07-20T23:14:21.119549Z,,,606775,516,0,0.0,,1,Ben,1.0,False,,,,,1.0,Winterburn,,a,1,Winterburn,342,87,342,87,337,85,343,87,310,73,365,167,,,,,,,3,4
97,0,0,-1,0,0.7,4,0,1.6,0.0,90,0,0,0,0,0,17.0,1,1,0.27,0.00,0.27,2.15,3,2,0,5,2025-07-20T23:14:21.122300Z,,,444102,37,0,1.3,,1,Francisco Evanilson,1.0,False,,,,,1.0,de Lima Barbosa,,a,1,Evanilson,658,61,21,2,10,2,20,2,629,58,39,11,,,,,,,4,4
98,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.125093Z,0,0,168636,210,0,0.0,,0,Enes,0.0,False,Knee injury - Unknown return date,2025-07-21T10:00:04.802496Z,,,0.0,Ünal,,i,0,Enes Ünal,507,33,508,34,505,34,508,34,473,32,263,26,,,,,,,4,4
99,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.127807Z,,,590760,413,0,0.0,,0,Daniel,0.0,False,,,,,0.0,Adu-Adjei,,a,0,Adu-Adjei,332,19,332,20,327,20,333,20,301,18,579,51,,,,,,,4,4
100,0,0,2,0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.11,0,0,0,0,2025-07-20T23:14:21.130500Z,,,560262,378,0,0.0,,1,Eli Junior,1.0,False,,,,,1.0,Kroupi,,a,1,Kroupi.Jr,314,13,314,14,309,14,315,14,283,12,565,45,,,,,,,4,4
101,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.133136Z,75,75,200720,357,0,2.3,,0,Caoimhín,0.0,False,Knock - 75% chance of playing,2025-08-09T14:00:04.798673Z,,,0.0,Kelleher,,d,0,Kelleher,193,55,192,53,184,53,194,55,163,51,20,3,,,,,,,1,5
102,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.135816Z,,,235448,618,0,1.0,,0,Ellery,0.0,False,,,,,0.0,Balcombe,,a,0,Balcombe,66,23,65,21,56,21,67,23,34,19,418,45,,,,,,,1,5
103,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.138468Z,,,503300,655,0,1.0,,0,Matthew,0.0,False,,,,,0.0,Cox,,a,0,Cox,110,40,109,38,101,38,111,40,79,36,458,61,,,,,,,1,5
104,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.141238Z,,,535017,675,0,1.0,,0,Julian,0.0,False,,,,,0.0,Eyestone,,a,0,Eyestone,121,42,120,40,112,40,122,42,90,38,464,62,,,,,,,1,5
105,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.143862Z,,,507433,571,0,1.0,,0,Hákon Rafn,0.0,False,,,,,0.0,Valdimarsson,,a,0,Valdimarsson,111,41,110,39,102,39,112,41,80,37,342,30,,,,,,,1,5
106,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.146418Z,,,432830,234,0,2.6,,0,Nathan,0.0,False,,,,,0.0,Collins,,a,0,Collins,427,190,427,190,424,188,428,190,396,180,109,25,,,,,,,2,5
107,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.149086Z,,,249231,261,0,2.6,,0,Keane,0.0,False,,,,,0.0,Lewis-Potter,,a,0,Lewis-Potter,421,189,421,189,418,187,422,189,390,179,183,63,,,,,,,2,5
108,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.152374Z,,,191866,461,0,1.9,,0,Kristoffer,0.0,False,,,,,0.0,Ajer,,a,0,Ajer,188,114,187,114,179,109,189,114,158,103,290,103,,,,,,,2,5
109,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.155229Z,,,194010,457,0,1.9,,0,Rico,0.0,False,,,,,0.0,Henry,,a,0,Henry,190,116,189,116,181,111,191,116,160,105,386,137,,,,,,,2,5
110,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.157856Z,,,607464,409,0,1.9,,0,Michael,0.0,False,,,,,0.0,Kayode,,a,0,Kayode,343,170,343,170,338,167,344,170,311,159,218,77,,,,,,,2,5
111,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.160526Z,,,231065,437,0,1.9,,0,Ethan,0.0,False,,,,,0.0,Pinnock,,a,0,Pinnock,213,133,212,133,204,128,214,133,183,123,228,81,,,,,,,2,5
112,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.163153Z,,,226956,511,0,1.9,,0,Mads,0.0,False,,,,,0.0,Roerslev Rasmussen,,a,0,Roerslev,210,132,209,132,201,127,211,132,180,122,254,89,,,,,,,2,5
113,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.165829Z,,,444765,421,0,1.9,,0,Sepp,0.0,False,,,,,0.0,van den Berg,,a,0,Van den Berg,235,147,234,147,228,143,236,147,206,137,243,86,,,,,,,2,5
114,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.168437Z,,,622536,612,0,1.0,,0,Benjamin,0.0,False,,,,,0.0,Arthur,,a,0,Arthur,152,90,151,90,143,85,153,90,121,78,487,198,,,,,,,2,5
115,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.171058Z,,,612534,643,0,1.0,,0,Benjamin,0.0,False,,,,,0.0,Fredrick,,a,0,Fredrick,151,89,150,89,142,84,152,89,120,77,486,197,,,,,,,2,5
116,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.173699Z,,,472713,579,0,1.0,,0,Aaron,0.0,False,,,,,0.0,Hickey,,a,0,Hickey,91,44,90,44,82,39,92,44,60,32,441,165,,,,,,,2,5
117,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.176319Z,,,570241,639,0,1.0,,0,Kim,0.0,False,,,,,0.0,Ji-soo,,a,0,Ji-soo,135,75,134,75,126,70,136,75,104,63,347,127,,,,,,,2,5
118,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.178991Z,,,499717,646,0,1.0,,0,Jayden,0.0,False,,,,,0.0,Meghoma,,a,0,Meghoma,109,55,108,55,100,50,110,55,78,43,341,122,,,,,,,2,5
119,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.181589Z,,,446008,14,0,2.1,,0,Bryan,0.0,False,,,,,0.0,Mbeumo,,a,0,Mbeumo,678,301,678,301,678,301,678,301,649,290,2,2,,,,,,,3,14
120,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.184212Z,75,75,513418,38,0,2.3,,0,Kevin,0.0,False,Knock - 75% chance of playing,2025-08-09T14:00:04.851048Z,,,0.0,Schade,,d,0,Schade,662,293,662,293,662,293,662,293,633,281,55,27,,,,,,,3,5
121,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.186862Z,,,440089,92,0,2.1,,0,Mikkel,0.0,False,,,,,0.0,Damsgaard,,a,0,Damsgaard,604,252,605,252,604,252,605,252,572,238,104,51,,,,,,,3,5
122,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.189502Z,,,543295,191,0,2.0,,0,Antoni,0.0,False,,,,,0.0,Milambo,,a,0,Milambo,575,231,576,231,575,231,576,231,541,217,648,291,,,,,,,3,5
123,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.192098Z,,,244858,262,0,1.5,,0,Fábio,0.0,False,,,,,0.0,Freitas Gouveia Carvalho,,a,0,Carvalho,418,130,418,130,415,129,419,130,387,117,272,124,,,,,,,3,5
124,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.194708Z,,,56979,255,0,1.5,,0,Jordan,0.0,False,,,,,0.0,Henderson,,a,0,Henderson,354,95,354,95,349,93,355,95,321,80,591,247,,,,,,,3,5
125,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.197336Z,0,0,204580,286,0,1.5,,0,Vitaly,0.0,False,Heel Injury - Unknown return date,2025-08-09T14:00:04.867824Z,,,0.0,Janelt,,i,0,Janelt,389,114,389,114,386,113,390,114,359,101,207,91,,,,,,,3,5
126,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.200036Z,,,207283,294,0,1.5,,0,Mathias,0.0,False,,,,,0.0,Jensen,,a,0,Jensen,393,117,393,117,390,116,394,117,363,104,293,135,,,,,,,3,5
127,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.202680Z,0,0,626464,331,0,1.5,,0,Gustavo,0.0,False,Hamstring injury - Unknown return date,2025-08-09T14:00:04.884092Z,,,0.0,Nunes Fernandes Gomes,,i,0,Nunes,487,177,487,177,484,176,488,177,453,163,374,175,,,,,,,3,5
128,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.205381Z,,,428580,339,0,1.5,,0,Frank,0.0,False,,,,,0.0,Onyeka,,a,0,Onyeka,424,135,424,135,421,134,425,135,393,122,368,170,,,,,,,3,5
129,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.208110Z,,,508395,323,0,1.5,,0,Yehor,0.0,False,,,,,0.0,Yarmoliuk,,a,0,Yarmoliuk,465,159,465,159,462,158,466,159,432,145,320,151,,,,,,,3,5
130,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.210761Z,,,606689,490,0,1.0,,0,Romelle,0.0,False,,,,,0.0,Donovan,,a,0,Donovan,340,85,340,85,335,83,341,85,309,72,584,243,,,,,,,3,5
131,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.213473Z,,,628204,474,0,1.0,,0,Yunus Emre,0.0,False,,,,,0.0,Konak,,a,0,Konak,351,93,351,93,346,91,352,93,318,78,366,168,,,,,,,3,5
132,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.220285Z,0,0,220695,512,0,1.0,,0,Paris,0.0,False,Unknown - Unknown return date,2025-08-14T16:00:05.924672Z,,,0.0,Maghoma,,i,0,Maghoma,205,19,204,19,196,16,206,19,174,5,352,159,,,,,,,3,5
133,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.223051Z,,,450539,537,0,1.0,,0,Myles,0.0,False,,,,,0.0,Peart-Harris,,a,0,Peart-Harris,239,28,238,28,232,26,240,28,210,15,516,197,,,,,,,3,5
134,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.225697Z,0,0,591357,533,0,1.0,,0,Ryan,0.0,False,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,,,0.0,Trevitt,,u,0,Trevitt,333,81,333,81,328,79,334,81,302,68,363,166,,,,,,,3,5
135,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.228336Z,0,0,216646,22,0,2.4,,0,Yoane,0.0,False,Won’t be considered for selection against Nottingham Forest on 17/8. - Unknown return date,2025-08-14T16:00:05.941925Z,,,0.0,Wissa,,n,0,Wissa,665,64,665,64,665,64,665,64,636,61,9,5,,,,,,,4,5
136,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.231102Z,,,502500,100,0,2.1,,0,Igor Thiago,0.0,False,,,,,0.0,Nascimento Rodrigues,,a,0,Thiago,614,50,615,51,614,51,615,51,581,47,335,32,,,,,,,4,5
137,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.233800Z,,,533710,404,0,1.0,,0,Iwan,0.0,False,,,,,0.0,Morgan,,a,0,Morgan,293,9,293,10,288,10,294,10,262,8,549,42,,,,,,,4,5
138,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.236437Z,,,49262,417,0,2.3,,0,Jason,0.0,False,,,,,0.0,Steele,,a,0,Steele,156,48,155,46,147,46,157,48,125,44,19,2,,,,,,,1,6
139,0,0,9,0,0.0,1,0,0.0,0.0,90,0,0,0,0,1,0.0,0,1,0.00,0.00,0.00,0.69,1,7,0,0,2025-07-20T23:14:21.239089Z,,,489639,366,0,2.3,,2,Bart,2.0,False,,,,,2.0,Verbruggen,,a,2,Verbruggen,256,62,256,61,250,61,257,62,227,57,139,21,,,,,,,1,6
140,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.241887Z,,,209288,665,0,1.0,,0,Tom,0.0,False,,,,,0.0,McGill,,a,0,McGill,57,20,56,18,47,18,58,20,25,16,411,43,,,,,,,1,6
141,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.244581Z,0,0,472739,669,0,1.0,,0,Carl,0.0,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,,,0.0,Rushworth,,u,0,Rushworth,92,33,91,31,83,31,93,33,61,29,442,55,,,,,,,1,6
142,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.247313Z,0,0,240514,671,0,1.0,,0,Kjell,0.0,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,,,0.0,Scherpen,,u,0,Scherpen,67,24,66,22,57,22,68,24,35,20,419,46,,,,,,,1,6
143,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.250165Z,,,204120,465,0,1.9,,0,Olivier,0.0,False,,,,,0.0,Boscagli,,a,0,Boscagli,195,119,194,119,186,114,196,119,164,108,497,203,,,,,,,2,6
144,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.253200Z,,,550090,487,0,1.9,,0,Diego,0.0,False,,,,,0.0,Coppola,,a,0,Coppola,304,165,304,165,299,162,305,165,273,154,557,214,,,,,,,2,6
145,0,0,5,0,0.0,1,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.00,0.09,0.09,0.69,3,3,1,4,2025-07-20T23:14:21.255964Z,,,465730,364,0,1.9,,2,Maxim,2.0,False,,,,,2.0,De Cuyper,,a,2,De Cuyper,246,150,246,150,240,146,247,150,218,140,523,210,,,,,,,2,6
146,0,0,16,0,0.0,1,0,0.0,0.0,90,0,0,0,0,0,0.0,0,1,0.09,0.00,0.09,0.69,7,3,1,8,2025-07-20T23:14:21.258572Z,,,83299,395,0,1.9,,2,Lewis,2.0,False,,,,,2.0,Dunk,,a,2,Dunk,161,95,160,95,152,90,162,95,131,84,266,93,,,,,,,2,6
147,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.261203Z,0,0,204214,373,0,1.9,,0,Pervis,0.0,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,,,0.0,Estupiñán Tenorio,,u,0,Estupiñan,196,120,195,120,187,115,197,120,165,109,227,80,,,,,,,2,6
